Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Stn Press (kPa),SO2,NO,NO2,NOx,CO,O3,PM25
8.9,2.6,64.0,27.0,22.0,98.77,0,1,3,4,0.2,33,3
8.2,2.4,67.0,29.0,19.0,98.81,0,1,2,3,0.19,33,2
6.9,2.2,72.0,30.0,20.0,98.94,0,0,3,3,0.19,29,2
5.7,1.6,75.0,28.0,19.0,99.07,0,0,3,3,0.19,26,4
4.5,1.4,80.0,28.0,22.0,99.23,0,0,3,3,0.18,25,4
4.0,1.9,86.0,26.0,12.0,99.38,0,0,3,4,0.19,25,3
3.6,0.9,83.0,28.0,14.0,99.43,0,0,3,3,0.18,26,2
3.2,0.0,79.0,28.0,11.0,99.41,0,0,3,4,0.17,26,2
2.9,-0.8,77.0,27.0,11.0,99.39,0,0,3,3,0.18,28,1
2.7,-1.3,75.0,27.0,7.0,99.37,0,0,2,2,0.16,30,1
2.3,-0.8,80.0,23.0,2.0,99.34,0,0,3,3,0.16,30,0
1.9,-0.5,84.0,20.0,7.0,99.3,0,0,6,6,0.19,25,1
1.5,-0.4,87.0,19.0,8.0,99.21,0,1,8,9,0.19,22,2
0.3,-1.1,91.0,18.0,9.0,99.16,0,1,12,13,0.19,18,3
0.3,-1.2,90.0,16.0,7.0,99.02,0,1,13,14,0.22,15,5
0.0,-1.2,92.0,13.0,6.0,98.93,0,2,9,11,0.2,19,4
0.9,-1.0,87.0,15.0,9.0,98.91,0,3,9,11,0.21,20,4
2.1,-0.2,85.0,15.0,13.0,98.76,0,3,8,11,0.23,22,3
3.5,0.1,78.0,16.0,15.0,98.61,0,1,7,8,0.22,26,3
4.3,1.7,83.0,19.0,19.0,98.54,0,1,5,6,0.2,27,3
3.4,1.7,89.0,27.0,15.0,98.52,0,1,2,3,0.18,33,1
4.8,0.5,73.0,26.0,19.0,98.44,0,1,2,2,0.17,37,1
4.6,0.3,74.0,28.0,25.0,98.45,0,1,1,2,0.16,41,1
5.6,-3.5,52.0,29.0,27.0,98.43,0,0,1,2,0.16,43,1
5.7,-4.4,48.0,28.0,23.0,98.45,0,0,1,2,0.15,42,1
5.3,-7.5,39.0,29.0,26.0,98.47,0,0,1,2,0.15,40,2
4.2,-6.5,46.0,30.0,23.0,98.52,0,0,2,2,0.15,39,2
2.6,-6.8,50.0,30.0,23.0,98.57,0,0,2,2,0.16,38,1
0.9,-7.1,55.0,33.0,23.0,98.65,0,1,2,3,0.16,37,2
-0.3,-7.4,59.0,33.0,20.0,98.76,0,1,2,3,0.15,37,1
-1.5,-8.4,59.0,35.0,19.0,98.77,0,1,2,3,0.15,37,1
-2.4,-9.8,57.0,35.0,25.0,98.85,0,1,2,3,0.15,36,2
-3.4,-10.2,59.0,1.0,30.0,98.81,0,1,2,3,0.15,34,2
-3.9,-11.2,57.0,1.0,33.0,98.93,0,1,2,3,0.15,34,2
-4.3,-11.9,55.0,36.0,24.0,98.98,0,1,2,3,0.14,33,2
-5.1,-12.6,56.0,35.0,25.0,99.03,0,1,2,3,0.15,32,2
-5.7,-11.3,64.0,35.0,19.0,99.1,0,1,2,2,0.14,34,2
-7.2,-15.2,53.0,33.0,32.0,99.24,0,0,1,2,0.14,33,2
-8.2,-15.0,58.0,32.0,26.0,99.4,0,1,2,2,0.14,33,2
-9.1,-17.5,51.0,33.0,32.0,99.62,0,1,1,2,0.14,33,2
-9.6,-18.1,50.0,32.0,29.0,99.78,0,1,1,2,0.15,34,2
-9.4,-18.7,47.0,32.0,29.0,99.87,0,1,1,2,0.15,36,2
-8.9,-18.6,45.0,32.0,29.0,99.95,0,1,1,2,0.16,37,2
-8.1,-18.7,42.0,29.0,30.0,100.0,0,1,1,2,0.16,37,2
-8.1,-18.4,43.0,31.0,30.0,100.04,0,1,1,2,0.16,37,2
-7.2,-16.7,47.0,29.0,33.0,100.1,0,1,1,2,0.16,37,2
-6.6,-16.9,44.0,30.0,25.0,100.19,0,1,1,2,0.17,38,2
-6.9,-17.8,41.0,28.0,33.0,100.23,0,1,1,2,0.17,41,2
-6.3,-18.5,38.0,28.0,32.0,100.27,0,1,1,2,0.16,41,2
-5.8,-16.4,43.0,29.0,27.0,100.33,0,1,2,2,0.16,42,2
-5.7,-18.8,35.0,30.0,25.0,100.38,0,0,2,2,0.16,41,2
-6.0,-18.6,36.0,31.0,25.0,100.43,0,0,3,3,0.16,40,2
-6.4,-18.1,39.0,31.0,17.0,100.5,0,0,3,4,0.19,39,4
-6.7,-17.2,43.0,33.0,12.0,100.62,0,0,5,5,0.17,38,5
-7.0,-17.1,44.0,33.0,6.0,100.7,0,1,6,6,0.18,36,5
-7.3,-18.0,42.0,36.0,8.0,100.71,3,0,6,7,0.17,35,4
-7.6,-16.6,49.0,6.0,11.0,100.71,3,0,4,5,0.16,37,3
-7.7,-16.5,49.0,5.0,9.0,100.69,0,0,3,3,0.16,38,2
-7.9,-16.7,49.0,7.0,9.0,100.71,0,0,5,5,0.16,36,2
-8.1,-17.1,49.0,7.0,10.0,100.72,0,0,4,4,0.16,37,2
-8.2,-15.9,54.0,7.0,10.0,100.71,9999,9999,9999,9999,9999.0,9999,3
-8.3,-15.7,55.0,6.0,12.0,100.74,0,0,4,4,0.15,37,2
-8.5,-16.3,53.0,8.0,13.0,100.79,0,0,5,5,0.16,36,2
-8.6,-16.6,52.0,4.0,16.0,100.84,0,1,5,6,0.17,35,3
-8.5,-16.0,55.0,4.0,17.0,100.88,0,1,4,5,0.17,37,3
-7.7,-16.4,49.0,4.0,18.0,100.89,0,1,2,3,0.16,39,2
-7.0,-18.2,40.0,5.0,18.0,100.91,0,1,3,4,0.17,39,2
-6.2,-16.4,44.0,5.0,17.0,100.95,0,1,2,4,0.15,40,2
-5.9,-18.0,38.0,6.0,15.0,100.92,0,1,2,3,0.15,41,2
-4.5,-17.6,35.0,36.0,9.0,100.9,0,1,2,3,0.15,41,2
-3.9,-18.1,32.0,1.0,13.0,100.86,0,1,2,3,0.15,41,2
-3.1,-18.5,29.0,2.0,17.0,100.84,0,1,2,3,0.16,42,1
-1.8,-16.3,32.0,35.0,14.0,100.86,0,1,3,4,0.15,43,1
-2.3,-16.9,32.0,36.0,16.0,100.91,0,1,2,3,0.15,42,1
-2.4,-16.8,32.0,33.0,14.0,100.95,0,1,3,4,0.15,41,1
-2.9,-18.1,30.0,35.0,19.0,101.03,1,1,6,7,0.15,38,3
-3.4,-17.8,32.0,36.0,11.0,101.1,2,0,6,7,0.16,36,5
-3.8,-16.3,37.0,36.0,9.0,101.19,0,0,7,7,0.17,36,5
-4.2,-17.3,35.0,3.0,3.0,101.27,0,1,13,14,0.22,30,9
-4.5,-15.5,42.0,36.0,14.0,101.33,0,2,6,8,0.17,35,5
-5.3,-16.2,42.0,36.0,12.0,101.42,0,1,5,7,0.17,36,3
-6.0,-17.2,41.0,36.0,17.0,101.48,0,1,4,5,0.15,41,2
-6.8,-17.7,42.0,36.0,18.0,101.55,0,1,4,5,0.15,40,2
-7.3,-17.3,45.0,35.0,16.0,101.61,0,1,4,5,0.15,40,2
-7.9,-17.7,45.0,35.0,13.0,101.67,0,1,5,6,0.15,38,2
-8.4,-16.8,51.0,34.0,8.0,101.75,0,0,8,9,0.16,35,3
-9.2,-15.7,59.0,30.0,8.0,101.83,0,1,12,12,0.18,30,3
-9.1,-15.1,62.0,30.0,6.0,101.92,0,1,11,12,0.19,31,3
-7.7,-17.6,45.0,31.0,7.0,102.0,0,1,5,7,0.2,37,3
-6.1,-16.6,43.0,31.0,8.0,102.06,0,1,3,4,0.17,39,2
-5.1,-16.8,39.0,29.0,13.0,102.08,0,1,2,2,0.16,40,2
-4.4,-17.6,35.0,29.0,13.0,102.09,0,1,2,3,0.15,40,2
-3.7,-16.6,36.0,28.0,20.0,102.04,0,1,2,3,0.16,40,3
-2.7,-17.2,32.0,28.0,15.0,101.96,0,1,2,2,0.16,41,2
-2.1,-18.1,28.0,29.0,15.0,101.92,0,1,2,2,0.16,41,2
-1.5,-17.2,29.0,26.0,20.0,101.87,0,1,2,3,0.16,41,1
-0.9,-17.2,28.0,28.0,22.0,101.82,0,1,2,3,0.17,42,2
-0.6,-18.1,25.0,27.0,22.0,101.79,0,1,3,3,0.16,43,1
-0.6,-18.2,25.0,28.0,19.0,101.75,0,1,3,3,0.2,42,2
-0.9,-18.8,24.0,29.0,13.0,101.69,0,0,4,4,0.17,40,2
-1.9,-13.8,39.0,31.0,5.0,101.64,0,0,6,6,0.18,38,4
-2.6,-8.6,63.0,,0.0,101.63,0,1,11,11,0.2,33,6
-3.7,-12.0,53.0,17.0,11.0,101.66,0,2,23,25,0.26,21,7
-3.2,-12.2,50.0,15.0,9.0,101.61,0,1,15,16,0.23,27,6
-4.4,-10.6,62.0,17.0,3.0,101.6,0,1,18,19,0.23,23,6
-4.5,-8.7,72.0,20.0,4.0,101.57,0,1,17,18,0.21,22,7
-3.8,-10.0,62.0,26.0,9.0,101.57,0,0,8,8,0.19,28,6
-3.3,-9.9,60.0,22.0,8.0,101.55,0,0,13,14,0.19,24,4
-3.5,-8.9,66.0,21.0,10.0,101.47,0,0,14,14,0.23,24,3
-3.4,-8.4,68.0,21.0,8.0,101.44,0,0,13,13,0.17,26,3
-3.3,-8.3,68.0,21.0,6.0,101.41,0,1,21,22,0.21,18,4
-3.4,-7.3,74.0,19.0,6.0,101.47,0,5,22,27,0.29,16,7
-2.4,-6.8,72.0,19.0,13.0,101.39,0,4,14,19,0.25,26,6
-0.6,-7.2,61.0,20.0,15.0,101.35,0,3,10,13,0.22,32,7
-0.4,-6.5,63.0,17.0,17.0,101.24,0,3,8,11,0.23,34,8
0.7,-6.7,58.0,19.0,21.0,101.11,0,2,7,9,0.18,37,7
0.9,-7.9,52.0,18.0,22.0,101.04,0,1,8,9,0.2,38,6
-0.7,-6.0,67.0,17.0,21.0,100.99,0,2,7,10,0.2,38,4
-1.8,-4.2,83.0,15.0,15.0,100.86,0,3,9,11,0.21,37,4
-3.0,-3.7,95.0,14.0,13.0,100.67,0,3,12,15,0.24,34,4
-2.9,-3.7,94.0,11.0,12.0,100.49,0,3,12,15,0.26,34,3
-2.6,-3.1,96.0,11.0,12.0,100.37,0,2,12,13,0.23,34,4
-2.2,-2.6,97.0,10.0,11.0,100.26,0,1,9,11,0.22,35,5
-2.0,-2.3,97.0,9.0,9.0,100.18,0,1,8,8,0.2,36,4
-1.9,-2.2,97.0,8.0,12.0,100.05,0,0,8,8,0.21,35,5
-1.5,-1.9,98.0,9.0,11.0,100.01,0,0,8,8,0.23,35,5
-1.3,-1.6,98.0,9.0,11.0,99.93,0,1,8,9,0.21,34,5
-1.1,-1.4,98.0,7.0,10.0,99.81,0,0,7,7,0.2,36,6
-0.9,-1.2,97.0,8.0,16.0,99.69,0,0,7,7,0.19,36,8
-0.6,-0.9,97.0,8.0,15.0,99.6,0,0,7,7,0.2,35,8
0.0,-0.3,98.0,8.0,16.0,99.43,0,1,8,9,0.2,32,9
0.3,0.0,98.0,7.0,15.0,99.32,0,0,9,9,0.21,31,10
0.5,0.2,98.0,8.0,16.0,99.21,0,1,8,9,0.21,32,10
0.7,0.2,97.0,8.0,17.0,99.12,0,1,9,9,0.21,32,8
0.8,0.3,96.0,8.0,17.0,99.05,0,1,10,11,0.25,31,6
0.8,0.4,97.0,8.0,15.0,99.02,0,1,11,12,0.27,30,8
1.0,0.5,96.0,8.0,17.0,98.98,0,2,14,16,0.28,29,9
1.2,0.7,97.0,8.0,15.0,98.92,0,4,14,18,0.28,29,7
1.5,1.0,97.0,7.0,14.0,98.85,0,2,11,13,0.27,32,7
2.6,2.0,96.0,9.0,15.0,98.79,0,3,9,12,0.24,35,7
3.4,2.6,95.0,7.0,16.0,98.68,0,3,8,11,0.24,37,7
5.0,3.8,92.0,7.0,14.0,98.6,0,3,8,11,0.23,39,7
5.2,3.4,89.0,7.0,13.0,98.55,0,2,12,14,0.26,35,9
5.1,3.4,89.0,3.0,9.0,98.48,0,3,12,16,0.26,35,10
4.9,2.9,87.0,5.0,11.0,98.41,0,3,13,16,0.26,34,10
4.0,2.4,89.0,5.0,14.0,98.32,0,2,12,13,0.24,34,11
3.9,2.6,91.0,5.0,9.0,98.26,0,1,12,12,0.24,33,14
3.2,2.2,93.0,3.0,4.0,98.24,0,0,18,18,0.28,24,17
3.3,2.8,96.0,26.0,4.0,98.25,0,0,22,22,0.34,18,24
2.6,2.2,98.0,28.0,3.0,98.23,0,1,26,26,0.36,15,31
3.1,2.7,98.0,26.0,6.0,98.23,0,0,20,20,0.32,17,26
3.5,2.7,94.0,26.0,10.0,98.22,0,0,13,13,0.27,23,14
3.4,2.4,94.0,26.0,12.0,98.27,0,0,5,5,0.21,33,3
3.2,0.9,85.0,25.0,13.0,98.3,0,0,5,5,0.2,36,2
3.0,0.1,81.0,22.0,17.0,98.3,0,0,7,7,0.19,32,2
2.2,-0.6,82.0,22.0,19.0,98.28,0,0,7,7,0.19,32,2
1.5,-0.8,85.0,21.0,20.0,98.3,0,0,6,6,0.18,31,2
0.9,-0.3,91.0,25.0,15.0,98.32,0,0,5,5,0.18,31,1
-0.2,-1.5,91.0,27.0,16.0,98.37,0,0,4,4,0.17,33,1
-0.9,-3.5,83.0,28.0,22.0,98.46,0,1,5,6,0.18,33,1
-2.0,-4.4,84.0,29.0,22.0,98.54,0,1,5,6,0.18,34,2
-2.7,-5.9,79.0,28.0,24.0,98.62,0,1,4,5,0.18,36,2
-3.5,-6.8,78.0,28.0,25.0,98.68,0,1,3,4,0.17,37,2
-3.6,-7.1,76.0,28.0,25.0,98.78,0,1,3,4,0.17,37,2
-4.1,-7.0,80.0,28.0,23.0,98.89,0,1,3,4,0.17,37,3
-4.1,-7.5,77.0,27.0,23.0,98.99,0,1,2,4,0.16,38,3
-3.8,-7.8,74.0,28.0,25.0,99.08,0,1,3,4,0.17,38,3
-3.6,-7.6,74.0,27.0,25.0,99.15,0,1,3,4,0.18,38,3
-3.6,-7.6,74.0,28.0,25.0,99.24,0,1,3,4,0.18,38,3
-3.3,-7.1,75.0,28.0,22.0,99.32,0,1,4,5,0.18,37,3
-2.9,-5.6,81.0,29.0,20.0,99.44,0,1,4,5,0.18,37,3
-2.6,-5.1,83.0,27.0,17.0,99.54,0,0,3,4,0.17,37,3
-2.7,-6.8,74.0,29.0,23.0,99.68,0,0,3,3,0.16,38,2
-3.4,-6.5,79.0,29.0,16.0,99.8,0,0,2,3,0.16,39,3
-4.0,-8.6,71.0,31.0,23.0,99.89,0,0,3,3,0.16,39,3
-4.5,-8.5,74.0,29.0,19.0,99.91,0,0,3,3,0.15,39,2
-4.8,-8.8,73.0,30.0,17.0,99.94,0,0,2,3,0.15,39,2
-5.2,-9.5,72.0,31.0,14.0,99.96,0,0,3,3,0.16,38,2
-5.5,-10.5,68.0,32.0,12.0,99.96,0,0,3,3,0.15,38,2
-5.8,-10.8,68.0,33.0,11.0,99.95,0,0,4,4,0.16,37,2
-6.8,-11.0,72.0,32.0,8.0,99.95,0,1,4,5,0.15,38,2
-7.3,-12.7,65.0,33.0,16.0,99.99,0,1,3,4,0.15,39,1
-8.1,-13.4,65.0,34.0,19.0,100.07,0,0,3,3,0.15,39,1
-9.0,-13.8,68.0,31.0,18.0,100.17,0,1,3,4,0.16,38,2
-8.9,-13.6,69.0,33.0,14.0,100.27,0,1,2,3,0.16,39,2
-8.8,-13.4,69.0,32.0,16.0,100.35,0,1,2,3,0.18,38,2
-7.8,-13.2,66.0,32.0,12.0,100.42,0,1,2,2,0.16,38,2
-6.6,-12.5,63.0,33.0,13.0,100.46,0,1,1,2,0.17,39,2
-5.6,-12.4,59.0,31.0,12.0,100.48,0,1,1,2,0.16,38,2
-4.8,-12.5,55.0,32.0,16.0,100.48,0,1,1,2,0.16,39,2
-3.5,-11.4,54.0,35.0,21.0,100.49,0,1,1,2,0.16,39,2
-2.5,-11.6,50.0,35.0,21.0,100.47,0,1,1,2,0.15,40,1
-1.7,-10.7,50.0,34.0,19.0,100.48,0,1,2,3,0.16,39,1
-1.4,-10.9,48.0,33.0,20.0,100.54,0,1,2,2,0.15,39,1
-1.4,-11.1,48.0,33.0,19.0,100.64,0,1,2,3,0.16,38,1
-1.6,-10.5,51.0,33.0,15.0,100.75,0,1,4,5,0.17,36,2
-2.5,-10.8,53.0,36.0,16.0,100.87,0,1,5,6,0.18,34,4
-3.1,-11.0,54.0,35.0,17.0,100.98,0,1,4,5,0.17,31,3
-3.8,-11.3,56.0,35.0,16.0,101.07,0,1,4,5,0.17,31,3
-4.7,-11.5,59.0,35.0,13.0,101.12,0,1,4,5,0.17,30,3
-5.4,-11.9,60.0,34.0,13.0,101.19,0,0,4,4,0.17,30,3
-6.0,-12.1,62.0,32.0,10.0,101.24,0,0,3,4,0.17,30,3
-6.4,-12.3,63.0,32.0,9.0,101.26,0,1,4,5,0.16,29,3
-7.2,-12.5,66.0,32.0,8.0,101.33,0,0,3,3,0.16,31,2
-7.5,-13.1,64.0,31.0,10.0,101.37,0,0,3,3,0.16,31,2
-8.6,-13.4,68.0,29.0,5.0,101.39,0,0,3,4,0.15,31,2
-9.4,-13.3,73.0,27.0,5.0,101.48,0,0,6,7,0.16,27,3
-8.4,-13.4,67.0,28.0,5.0,101.57,0,1,5,6,0.16,29,3
-6.8,-12.7,63.0,31.0,3.0,101.63,0,1,3,3,0.16,31,3
-4.5,-14.1,47.0,9.0,1.0,101.68,0,1,2,3,0.16,31,3
-2.9,-13.4,44.0,15.0,1.0,101.68,0,1,2,4,0.16,32,2
-3.1,-13.1,46.0,25.0,8.0,101.66,0,1,1,2,0.15,34,2
-2.2,-14.3,39.0,16.0,5.0,101.61,0,1,2,2,0.17,35,1
-1.3,-11.8,44.0,28.0,15.0,101.61,0,1,2,2,0.16,36,2
-0.1,-11.5,42.0,23.0,7.0,101.52,0,1,1,2,0.16,36,2
0.5,-11.8,39.0,2.0,7.0,101.45,0,1,2,3,0.16,37,3
1.3,-10.7,40.0,17.0,16.0,101.35,0,1,3,4,0.17,37,2
1.8,-9.6,42.0,18.0,15.0,101.29,0,1,3,4,0.16,37,4
1.8,-8.8,45.0,19.0,13.0,101.27,0,1,4,5,0.17,36,9
1.2,-8.4,49.0,20.0,14.0,101.26,0,1,6,7,0.19,36,9
0.8,-8.8,49.0,18.0,17.0,101.21,0,1,7,7,0.18,35,10
0.2,-9.1,49.0,18.0,15.0,101.24,0,1,6,7,0.18,37,8
-2.0,-3.9,86.0,20.0,20.0,101.28,0,0,6,6,0.17,42,9
-2.1,-3.8,88.0,17.0,10.0,101.2,0,1,6,7,0.18,40,10
-2.0,-3.6,89.0,12.0,7.0,101.12,0,0,7,7,0.18,38,8
-1.8,-3.3,89.0,11.0,12.0,101.06,0,0,5,5,0.17,38,6
-1.8,-2.7,94.0,10.0,14.0,100.95,0,0,4,4,0.17,36,5
-1.8,-2.3,97.0,10.0,14.0,100.81,0,0,4,4,0.18,35,4
-1.6,-2.1,97.0,10.0,13.0,100.69,9999,9999,9999,9999,9999.0,9999,3
-1.6,-2.0,97.0,9.0,17.0,100.54,0,0,5,5,0.17,33,3
-1.3,-1.9,96.0,9.0,14.0,100.41,0,1,6,7,0.2,32,3
-0.7,-1.2,96.0,10.0,15.0,100.33,0,1,9,10,0.24,29,4
0.0,-0.4,97.0,10.0,14.0,100.22,0,2,11,13,0.26,26,4
0.5,0.1,97.0,9.0,13.0,100.14,0,1,11,13,0.24,25,6
0.7,0.4,98.0,8.0,12.0,100.07,0,2,12,15,0.26,24,8
1.1,0.7,98.0,9.0,9.0,100.01,0,3,14,16,0.26,23,7
1.4,1.1,98.0,8.0,8.0,99.97,0,5,16,21,0.28,20,7
1.6,1.3,98.0,7.0,7.0,99.94,0,4,18,22,0.34,18,9
2.2,2.0,98.0,5.0,6.0,99.91,0,5,16,22,0.28,18,9
2.7,2.5,98.0,4.0,4.0,99.89,0,3,16,19,0.3,18,9
2.4,2.0,97.0,8.0,1.0,99.89,0,5,20,25,0.33,14,10
3.0,2.6,97.0,36.0,4.0,99.9,0,2,17,20,0.29,15,13
2.8,2.4,97.0,34.0,5.0,99.92,0,5,23,28,0.36,9,16
3.0,2.7,98.0,9.0,3.0,99.9,0,4,27,31,0.36,5,17
3.4,3.1,98.0,6.0,4.0,99.88,0,4,27,31,0.38,4,18
5.9,5.6,98.0,19.0,7.0,99.85,0,3,21,23,0.33,8,24
2.6,2.3,98.0,7.0,2.0,99.84,0,1,14,15,0.27,13,22
2.3,2.1,99.0,34.0,7.0,99.81,0,1,15,16,0.29,11,18
3.0,2.8,99.0,36.0,2.0,99.74,0,1,14,15,0.3,12,13
4.3,4.0,99.0,29.0,25.0,99.87,0,0,3,4,0.18,33,3
3.6,2.0,89.0,30.0,19.0,99.96,0,0,4,4,0.16,36,2
3.0,1.6,91.0,27.0,7.0,99.95,0,0,5,5,0.18,33,3
2.7,1.4,91.0,26.0,14.0,100.0,0,0,4,4,0.18,30,4
1.8,0.1,88.0,26.0,16.0,100.16,0,0,4,4,0.17,30,3
0.9,-1.4,85.0,26.0,15.0,100.32,0,1,7,7,0.19,28,2
0.7,-1.6,85.0,26.0,13.0,100.42,0,1,7,9,0.2,26,2
1.5,-1.5,81.0,25.0,17.0,100.54,0,2,5,7,0.2,29,2
2.1,-1.5,77.0,26.0,19.0,100.6,0,1,4,5,0.19,31,1
3.1,-1.8,70.0,26.0,23.0,100.63,0,1,4,5,0.18,31,1
4.5,-1.9,63.0,27.0,20.0,100.67,0,1,3,4,0.17,32,0
5.1,-1.4,63.0,28.0,19.0,100.74,0,1,3,4,0.17,32,0
4.8,-1.6,64.0,28.0,23.0,100.8,0,1,3,4,0.17,31,1
5.1,-1.0,65.0,28.0,22.0,100.88,0,1,3,4,0.18,31,1
5.7,-0.3,65.0,27.0,20.0,100.93,0,1,3,4,0.18,31,1
5.3,-1.0,64.0,27.0,20.0,101.02,0,1,3,4,0.18,32,1
5.1,-1.4,63.0,29.0,20.0,101.11,0,1,3,3,0.17,37,1
5.1,-4.3,51.0,28.0,26.0,101.21,0,0,2,3,0.16,40,1
4.3,-5.8,48.0,29.0,22.0,101.29,0,0,3,3,0.16,39,0
2.8,-5.3,55.0,30.0,17.0,101.39,0,0,4,4,0.17,36,0
1.9,-5.1,60.0,29.0,13.0,101.51,0,0,3,4,0.16,35,0
1.1,-5.1,63.0,30.0,13.0,101.61,0,0,3,3,0.16,34,1
0.8,-6.2,59.0,30.0,14.0,101.69,0,0,3,3,0.15,34,1
0.3,-6.9,59.0,31.0,14.0,101.75,0,0,2,3,0.16,33,2
-0.4,-6.6,63.0,31.0,12.0,101.83,0,0,2,3,0.16,33,2
-1.0,-6.2,67.0,31.0,11.0,101.9,0,0,6,6,0.16,28,2
-1.3,-6.5,68.0,31.0,8.0,101.97,0,0,8,8,0.17,26,3
-2.4,-6.1,75.0,29.0,7.0,102.04,0,0,6,7,0.16,27,3
-2.5,-6.7,73.0,28.0,4.0,102.13,0,0,8,9,0.2,25,3
-2.9,-6.5,76.0,30.0,5.0,102.2,0,1,13,14,0.22,20,4
-2.4,-6.0,76.0,29.0,8.0,102.29,0,3,11,13,0.23,21,4
-1.3,-6.6,67.0,30.0,7.0,102.38,0,2,5,7,0.21,29,4
-0.4,-6.4,64.0,36.0,7.0,102.4,0,1,3,4,0.18,32,3
0.7,-6.6,58.0,36.0,7.0,102.38,0,1,2,3,0.16,35,2
2.0,-5.3,58.0,25.0,10.0,102.35,0,1,2,2,0.15,37,2
2.7,-8.2,45.0,2.0,6.0,102.29,0,0,1,2,0.16,38,2
3.5,-7.1,46.0,27.0,9.0,102.22,0,1,2,3,0.15,39,1
4.1,-7.0,44.0,31.0,8.0,102.17,0,1,2,3,0.16,39,2
5.7,-5.0,46.0,25.0,8.0,102.09,0,1,2,2,0.16,40,1
6.1,-6.5,40.0,21.0,4.0,102.03,0,1,1,2,0.16,40,1
6.1,-9.9,31.0,29.0,10.0,102.0,0,1,2,2,0.16,40,2
6.3,-8.5,34.0,24.0,4.0,102.02,0,0,2,3,0.17,40,4
6.1,-9.3,32.0,13.0,1.0,102.02,0,0,4,4,0.17,39,5
5.1,-6.4,43.0,30.0,7.0,102.05,0,0,6,7,0.18,35,8
4.8,-9.4,35.0,36.0,4.0,102.09,0,0,6,7,0.19,35,9
2.1,-6.2,54.0,35.0,2.0,102.08,0,0,17,17,0.25,22,16
1.2,-6.3,57.0,34.0,4.0,102.07,0,0,19,19,0.28,17,19
0.2,-5.1,68.0,5.0,3.0,102.06,0,1,20,21,0.31,12,22
-1.2,-4.5,78.0,,0.0,102.04,0,0,17,17,0.29,12,19
-1.5,-3.2,88.0,9.0,2.0,102.03,0,1,16,17,0.27,13,17
-1.7,-4.0,84.0,36.0,4.0,102.04,0,1,14,15,0.26,15,12
-2.1,-3.7,89.0,,0.0,102.07,0,2,21,23,0.25,9,10
-2.7,-3.9,91.0,8.0,2.0,102.12,0,1,17,18,0.24,11,9
-2.5,-5.2,82.0,34.0,4.0,102.17,0,4,20,24,0.27,9,9
-1.7,-4.9,78.0,34.0,3.0,102.23,0,9,21,30,0.34,9,9
1.1,-5.3,62.0,6.0,4.0,102.28,0,6,16,22,0.29,19,7
2.7,-6.2,52.0,6.0,13.0,102.32,0,3,8,11,0.26,31,4
5.0,-4.8,49.0,5.0,9.0,102.33,0,3,6,8,0.19,35,2
6.3,-3.6,49.0,8.0,8.0,102.33,0,2,4,6,0.18,38,2
7.2,-4.9,42.0,7.0,10.0,102.29,0,1,3,4,0.17,41,2
8.3,-5.2,38.0,6.0,17.0,102.24,0,1,2,3,0.17,42,2
8.8,-5.3,36.0,4.0,14.0,102.18,0,1,2,3,0.17,43,2
9.5,-3.5,40.0,6.0,13.0,102.1,0,1,3,4,0.17,43,2
9.8,-6.2,32.0,8.0,8.0,102.05,0,1,3,4,0.17,44,2
10.0,-5.7,33.0,7.0,10.0,102.01,0,1,3,4,0.18,43,3
9.8,-7.0,30.0,3.0,11.0,101.99,0,0,3,3,0.17,43,4
9.5,-4.8,36.0,7.0,6.0,102.02,0,1,6,7,0.21,40,9999
8.4,-5.7,36.0,10.0,8.0,102.0,0,1,12,13,0.22,34,9999
7.9,-6.7,35.0,11.0,8.0,102.05,0,1,18,18,0.24,28,9999
6.1,-5.1,44.0,10.0,6.0,102.1,0,0,13,14,0.24,32,9999
4.7,-5.1,49.0,8.0,6.0,102.13,0,1,19,20,0.26,21,9999
2.5,-4.4,60.0,5.0,6.0,102.17,0,0,17,17,0.28,19,9999
1.4,-3.9,68.0,5.0,6.0,102.19,0,1,15,15,0.27,20,9999
0.9,-3.5,73.0,1.0,4.0,102.18,0,1,21,22,0.31,8,9999
0.8,-3.7,72.0,6.0,7.0,102.15,0,4,26,30,0.34,6,9999
0.7,-4.4,69.0,6.0,8.0,102.17,0,1,17,18,0.26,14,9999
0.2,-4.6,70.0,7.0,8.0,102.19,0,1,14,14,0.23,18,8
0.0,-5.1,69.0,5.0,9.0,102.22,0,1,13,14,0.22,21,8
1.5,-6.2,57.0,7.0,13.0,102.26,0,2,14,16,0.23,24,6
3.2,-6.1,50.0,5.0,13.0,102.34,0,2,8,10,0.21,32,5
5.1,-5.8,45.0,7.0,16.0,102.4,0,2,6,8,0.2,37,3
7.3,-4.5,43.0,7.0,14.0,102.4,0,1,4,5,0.19,41,2
9.5,-5.3,35.0,8.0,17.0,102.41,0,1,3,5,0.18,42,2
10.9,-6.7,28.0,9.0,12.0,102.39,0,1,3,4,0.18,43,2
12.3,-2.9,35.0,8.0,15.0,102.36,0,1,3,4,0.18,44,2
13.1,-4.1,30.0,11.0,11.0,102.3,0,1,3,4,0.19,45,2
13.3,-5.5,27.0,8.0,15.0,102.26,0,1,3,4,0.19,46,2
