Date,Time,TEMP_MEAN,SO2,O3,CO,HUMIDITY,NO2,NO,WDIR_SCLR,RAD_TOTAL,WSPD_VECT,WSPD_SCLR,ATM_PRESS_1HR,WDIR_VECT,PM25,PRECIP_TOTAL,PM10
11/13/2017,3:00 AM,8.8,0.2,25.9,0.13,88,4.4,0.1,106.9,0,14.57,15.66,99.3,107.6,0,2.2,1.8
11/13/2017,4:00 AM,8.9,0.3,21.1,0.14,91.3,8.3,0.1,107.8,0,13.48,14.6,99.3,108.1,0.5,1.4,4.1
11/13/2017,5:00 AM,9.1,0.3,24,0.14,88.9,5.9,0.1,108,0,16.85,17.96,99.3,109.6,0.7,0,6.1
11/13/2017,6:00 AM,9.8,0.2,37.5,0.12,82.2,2.1,0.1,122.7,0,23.31,24.3,99.4,124.2,2.2,0.4,6.5
11/13/2017,7:00 AM,9.9,0.1,37.7,0.14,84.5,2.6,0.1,144.1,0,27.93,28.55,99.4,144.1,2.8,0.2,10.3
11/13/2017,8:00 AM,9.9,0.1,36.2,0.14,85.3,2.9,0.1,148.3,7.1,23.59,24.15,99.5,148.5,2.2,0.2,11.2
11/13/2017,9:00 AM,9.9,0.1,34.6,0.15,85,2.9,0.2,153.6,37.9,24.48,24.94,99.6,153.8,2.3,0,9.4
11/13/2017,10:00 AM,9.7,0.1,34.7,0.16,83.4,3.3,0.4,147.2,114.3,18.07,18.49,99.7,147.4,2.2,0,8.1
11/13/2017,11:00 AM,10.1,0.1,36.1,0.15,77.9,3,0.5,127.2,192.4,20.05,20.7,99.8,127.8,2.6,0,6.7
11/13/2017,12:00 PM,10.1,0.1,34.2,0.16,77.6,4.3,0.5,134.5,107.8,23.49,24.13,99.8,134.6,4.1,0,7.7
11/13/2017,1:00 PM,10.4,0.1,34.7,0.16,74,3.8,0.4,132.3,99.3,25.04,25.75,99.7,132.5,4.6,0,7.2
11/13/2017,2:00 PM,9.7,0.2,34.5,0.16,74.2,4.3,0.3,121.9,43.6,29.14,30.01,99.6,122.8,2.9,0,4.9
11/13/2017,3:00 PM,10,0.2,35,0.15,71,3.7,0.2,122.8,24.4,32.39,33.41,99.4,122.9,2.2,0,7.6
11/13/2017,4:00 PM,9.6,0.1,35.4,0.15,76.9,3.6,0.2,132.3,16.9,33.05,33.91,99.4,132.6,1.9,0.6,8
11/13/2017,5:00 PM,9,0,34.4,0.15,81.6,3.2,0.2,148.1,0,29.6,30.55,99.5,147.9,1.9,0.2,9.8
11/13/2017,6:00 PM,9.3,0,34.1,0.14,78.1,2.6,0.1,159.2,0,28.74,29.24,99.6,159.4,2,0.2,9.5
11/13/2017,7:00 PM,9.4,0,33.7,0.14,81.6,3,0.1,156.6,0,24.24,24.68,99.7,156.7,2,0,10.2
11/13/2017,8:00 PM,9.5,0,33.5,0.15,87.2,3.7,0.1,165.4,0,21.68,22.03,99.8,165.4,1.8,0,10.8
11/13/2017,9:00 PM,10,0,32.5,0.16,82.3,4.4,0.1,190.1,0,17.7,18.34,100,191.7,1.5,0,8.7
11/13/2017,10:00 PM,10.1,0,32.9,0.15,74.5,2,0.1,204.3,0,18.82,19.16,100.2,204.6,1.5,0,7.9
11/13/2017,11:00 PM,9.9,0.1,32,0.14,74,3.6,0.4,196.5,0,18.16,18.46,100.4,196.7,1.7,0,8
11/13/2017,24:00 AM,9.8,0.1,33,0.13,70.6,3.4,0.2,199.6,0,13.43,13.76,100.5,199.3,2.6,0,7
11/14/2017,1:00 AM,9.6,0.1,34.1,0.13,71,2.6,0.1,194.6,0,14.71,14.87,100.6,194.5,5.3,0,10
11/14/2017,2:00 AM,9.4,0,33,0.14,76,2.4,0.1,176.5,0,11.78,12.18,100.6,177,6,0,12.4
11/14/2017,3:00 AM,8.4,0,30.7,0.13,85.9,2.9,0.1,134.7,0,13.4,13.98,100.7,133.1,3.3,0,11.2
11/14/2017,4:00 AM,7.9,0.1,28.7,0.16,90.3,3.5,0.1,113.1,0,14.84,15.36,100.7,113.1,2,0,6.5
11/14/2017,5:00 AM,8,0.2,29.4,0.15,88.1,3.2,0.1,113.6,0,16.96,17.56,100.7,113.8,1.6,0,5.8
11/14/2017,6:00 AM,8.3,0.2,30.2,0.15,85.8,3,0.1,115.6,0,21.09,21.79,100.7,116.8,1.5,0,5.3
11/14/2017,7:00 AM,8.6,0.2,30.5,0.14,82.7,3.3,0.1,121.3,0,23.17,23.72,100.7,121.7,1.6,0,4.8
11/14/2017,8:00 AM,8.8,0.1,29.4,0.14,81.6,4.7,0.2,129,0,24.16,24.8,100.7,128.9,2.4,0,6.2
11/14/2017,9:00 AM,8.6,0.1,28.4,0.15,83.8,5.8,0.5,142,8.8,23.51,24.05,100.7,142.1,2.1,0.2,7
11/14/2017,10:00 AM,8.9,0.1,28.9,0.15,81.5,6.2,0.8,138.6,44.5,24.83,25.47,100.7,138.7,2,0.4,6.3
11/14/2017,11:00 AM,9,0,29.2,0.17,82.6,6,1.4,147.7,36.9,25.85,26.36,100.7,148.1,2.6,0.4,8.8
11/14/2017,12:00 PM,9.3,0,28.9,0.17,80.7,6,0.9,142.9,54.1,24.1,24.67,100.6,142.9,2.5,0,7.8
11/14/2017,1:00 PM,9.7,0,29.2,0.17,77.9,5.7,1.6,150.2,45.5,29.37,29.92,100.5,150.6,2.4,0,6.4
11/14/2017,2:00 PM,9.5,0,27.5,0.17,82.8,6.8,1.5,138.7,47.9,24.05,24.69,100.5,139.2,2.9,0,8.9
11/14/2017,3:00 PM,9.7,0,27.9,0.17,81.7,6.7,0.5,142.4,22.5,24.4,24.92,100.4,142.2,2.5,0.2,8.1
11/14/2017,4:00 PM,9.8,0,28.7,0.17,81.4,6.1,0.4,145.7,8.5,23.63,24.35,100.4,147.6,1.8,0.4,6.4
11/14/2017,5:00 PM,9.6,0,28.4,0.17,83.2,6.2,0.2,144.9,0,22.82,23.29,100.3,144.9,3.5,0.4,7.4
11/14/2017,6:00 PM,9.8,0,29.3,0.17,79.6,5.5,0.2,143.9,0,24.01,24.6,100.2,144.3,5.3,0.6,7.2
11/14/2017,7:00 PM,9.5,0,29.6,0.16,79.5,4.2,0.2,141.1,0,22.78,23.31,100.2,140.6,4.1,0.6,7.1
11/14/2017,8:00 PM,10.2,0,30.6,0.15,71.5,3.5,0.1,142,0,26.19,26.85,100.1,142.2,4.3,0,4.7
11/14/2017,9:00 PM,10.7,0,31.6,0.15,65.5,3.2,0.1,135.4,0,26.27,27.07,100,135.5,4.5,0,5.7
11/14/2017,10:00 PM,10.4,0.1,32.4,0.15,67.4,2.4,0.1,131.5,0,29.96,30.7,100,131.6,3.8,0,7.4
11/14/2017,11:00 PM,9.7,0,33.6,0.14,75.1,1.8,0.1,134.1,0,33.72,34.54,99.9,134.3,3.9,0.2,7.5
11/14/2017,24:00 AM,9.2,0,34,0.14,78.1,1.4,0.1,133.5,0,33.62,34.52,99.9,133.7,2.8,0,6
11/15/2017,1:00 AM,8.8,0,34.3,0.14,83,1.2,0.1,137.5,0,32.7,33.45,99.8,137.3,3.2,0.6,6.7
11/15/2017,2:00 AM,8.6,0,34.3,0.14,85.4,1.4,0.1,141.6,0,32.08,32.75,99.8,141.5,3.8,0.2,6.3
11/15/2017,3:00 AM,8.6,0,32.9,0.14,86.6,2.3,0.1,137.6,0,24.89,25.41,99.7,137.3,3.6,0,6.8
11/15/2017,4:00 AM,8.9,,,,84.7,,,142.4,0,26.74,27.32,99.6,142.7,3.2,0.2,6.1
11/15/2017,5:00 AM,8.8,0.2,31.6,0.16,86.5,2.1,0.1,145.5,0,29.43,30.03,99.6,145.7,3.5,0,8.1
11/15/2017,6:00 AM,8.3,0.1,31.1,0.15,88.9,2.5,0.1,146.9,0,26.59,27.13,99.6,146.9,2.5,0.8,7
11/15/2017,7:00 AM,8.1,0,32,0.16,87,2.8,0.1,172.9,0,21.41,22.39,99.6,173.1,1.9,2.2,6.1
11/15/2017,8:00 AM,7.4,0,31.2,0.17,90.9,5,0.3,177.3,0,15.22,16.73,99.6,175,1.8,2,5.3
11/15/2017,9:00 AM,7.8,0.1,29.9,0.19,85.3,8.4,4.2,148.9,94.1,17.65,17.96,99.7,149.1,2.6,0,6.2
11/15/2017,10:00 AM,9,0.1,30.6,0.19,80.7,8.7,6,144.7,167.2,16.79,17.17,99.8,144.6,2.9,0,9
11/15/2017,11:00 AM,9.6,0.1,32.8,0.16,76.4,5.9,1.5,138.2,233,18.06,18.74,99.8,139.3,2.2,0,6.2
11/15/2017,12:00 PM,9.9,0.1,32.4,0.16,77.7,4,1.6,142.6,410.8,24.88,25.59,99.8,142.4,2.3,0,5.4
11/15/2017,1:00 PM,9.6,0.1,31.7,0.16,79.8,5,1.3,139.6,259.2,25.18,25.87,99.7,139.7,2.7,0,5.2
11/15/2017,2:00 PM,9.4,0.1,30.2,0.17,80.5,6,1.3,140.7,135.5,26.71,27.38,99.6,140.5,3,0,5.1
11/15/2017,3:00 PM,9.2,0.1,27.3,0.18,80.9,9,0.8,145.4,49.2,20.58,21.09,99.5,144.7,3.2,0,5.5
11/15/2017,4:00 PM,9.2,0,28.7,0.18,79.2,9.3,1.5,159.5,18,17.69,18.16,99.5,159.7,,0,5.6
11/15/2017,5:00 PM,8.4,0,30.9,0.2,84.6,7.7,0.2,165.6,0,13.26,13.63,99.5,165.8,2.9,1,8.8
11/15/2017,6:00 PM,8,0,26.7,0.22,91,10.3,0.2,142.7,0,10.56,10.84,99.4,143.3,3.2,1.2,6.4
11/15/2017,7:00 PM,8,0,24.9,0.22,88.8,11.3,0.2,130.3,0,9.48,9.83,99.4,132.5,3.4,0,5.6
11/15/2017,8:00 PM,8.2,0,25.8,0.19,87,9.2,0.2,136.1,0,14.25,14.65,99.3,137.9,3.6,0,6.8
11/15/2017,9:00 PM,8,0,24.5,0.2,88.1,9.7,0.2,130.1,0,11.22,11.47,99.3,130.5,3.8,0,7.1
11/15/2017,10:00 PM,8,0,25.4,0.19,85.8,8.8,0.4,123,0,9.53,9.91,99.3,125,3.5,0,6.1
11/15/2017,11:00 PM,7.9,0,25.8,0.18,85.8,8.2,0.1,123.2,0,7.82,8.34,99.2,125.7,3.5,0,6.3
11/15/2017,24:00 AM,7.7,0,24.3,0.19,89.3,7.9,0.1,151.5,0,11.86,12.17,99.2,151.9,2.8,1.4,7.3
11/16/2017,1:00 AM,7.2,0,22.6,0.18,93.1,8.9,0.1,171.3,0,9.07,9.19,99.2,171.2,2,0.8,7
11/16/2017,2:00 AM,7,0,22.4,0.18,94.1,9.1,0.1,143.3,0,8.18,8.73,99.2,143.6,1.6,0.6,5.8
11/16/2017,3:00 AM,7.1,0,24,0.18,92.3,6.9,0.1,143.1,0,6.77,6.94,99.3,143.3,1.4,0,5.9
11/16/2017,4:00 AM,7.1,0,21.6,0.17,91.7,7.9,0.1,158.1,0,9.05,9.4,99.3,158,1.5,0,6
11/16/2017,5:00 AM,6.8,0,26.5,0.16,85.8,10.9,1.4,267.1,0,7.02,8.62,99.3,267.8,0.9,0.2,2.9
11/16/2017,6:00 AM,6.3,0,26,0.17,85.4,10,0.3,146.8,0,3.99,4.43,99.4,149.6,0.6,0,3.9
11/16/2017,7:00 AM,6.3,0,13.8,0.27,89.4,20.2,9.1,117.9,0,2.48,4.32,99.4,131.8,1.4,0,6.9
11/16/2017,8:00 AM,6.6,0,21.6,0.22,85.8,11.3,1,221,8.1,7.18,7.82,99.5,223.3,1.1,0,5.4
11/16/2017,9:00 AM,6.8,0.1,15.1,0.31,84.7,20.2,7.1,157.3,63,3.03,4.72,99.5,172.7,1.5,0,6.2
11/16/2017,10:00 AM,7.6,0.1,17.7,0.31,83.8,16.9,5.2,122.1,82.9,3.99,4.79,99.6,131.8,2.2,0,6.7
11/16/2017,11:00 AM,8.1,0.1,22.7,0.2,84.4,10,5.4,170.7,137.5,10.14,10.61,99.6,166.6,2.3,0,7.5
11/16/2017,12:00 PM,8.1,0.1,26.8,0.18,81.3,7.1,6.1,159.6,125.9,16.83,17.12,99.7,159.5,1.9,0,4.6
11/16/2017,1:00 PM,7.6,0.1,24.6,0.2,85.8,11.8,10.6,150.8,50.8,11.82,12.83,99.6,153.6,2.1,0.6,4.9
11/16/2017,2:00 PM,7.9,0.1,25.9,0.2,84.6,7.8,1,148.6,68.5,16.51,16.89,99.6,148.7,2.8,0.2,6.5
11/16/2017,3:00 PM,8.2,0,29.2,0.17,80.6,6,0.7,151.6,79.4,16.29,16.66,99.6,151.8,2.1,0,4.7
11/16/2017,4:00 PM,8,0,28.6,0.18,80.2,7.3,0.5,161.6,22.5,13.2,13.46,99.6,160.3,1.7,0,4.7
11/16/2017,5:00 PM,7.9,0.1,24.8,0.19,81.6,12,7.5,168.4,0,11.45,11.84,99.6,167.2,1.9,0,5.3
11/16/2017,6:00 PM,7.6,0,20.7,0.21,87.3,11.9,1.1,154.9,0,12.67,12.96,99.6,155.6,3.3,0,7.2
11/16/2017,7:00 PM,7.6,0,23.2,0.19,84.9,9.7,0.4,171.4,0,13.01,13.58,99.7,172.2,2.5,0,5.6
11/16/2017,8:00 PM,7.1,0,26.3,0.18,87.8,8.5,0.2,174.6,0,10.68,10.88,99.7,174.7,1.7,0.4,4.6
11/16/2017,9:00 PM,6.7,0,24.8,0.19,88.6,9.6,0.6,158.4,0,9.21,9.41,99.7,159.2,2.4,0,4.3
11/16/2017,10:00 PM,6.6,0,19.4,0.2,90,13.5,1.4,150,0,6.39,6.65,99.7,153.5,4.5,0,7.2
11/16/2017,11:00 PM,6.5,0,19.1,0.23,89.6,12.7,0.7,182.7,0,5.29,5.92,99.8,190.9,4,0,8
11/16/2017,24:00 AM,6.4,0.1,29.4,0.17,89.4,6.3,4.9,240,0,13.6,14.09,99.9,243,1.6,0.2,5.3
11/17/2017,1:00 AM,6.1,0.2,25.9,0.18,93,4.8,0.3,261.1,0,9.96,10.81,99.9,261.2,5,0,6.4
11/17/2017,2:00 AM,5.9,0.2,25.4,0.22,93,6.2,0.1,289.4,0,9.17,9.33,100,289.8,3.3,0,6.4
11/17/2017,3:00 AM,5.5,0.1,27.3,0.17,93.8,2.7,0.1,282.6,0,11.58,11.69,100.1,282.7,2.7,0,5.7
11/17/2017,4:00 AM,6.3,0.1,30,0.17,89.1,2.2,0.3,285.5,0,20.58,20.88,100.2,284.7,4.1,0.2,6.4
11/17/2017,5:00 AM,6.4,0.1,26.8,0.19,87.1,7.7,1.8,287,0,19.92,20.1,100.3,286.8,6,0,7.4
11/17/2017,6:00 AM,6.3,0.2,24.9,0.25,86.1,10.8,2.6,287.3,0,17.85,18.03,100.4,287.5,7.1,0,8.9
11/17/2017,7:00 AM,6.4,0.5,20.5,0.29,86.4,15.6,7.7,267.2,0,13.38,13.74,100.5,266.9,5.8,0,9.8
11/17/2017,8:00 AM,6.4,0.4,22.3,0.26,85.8,13.9,3.7,298.1,5,6.95,8.44,100.7,293.3,6.8,0,9.9
11/17/2017,9:00 AM,6.5,0.4,16.3,0.29,84.1,21.9,10.3,320.6,57.3,4.26,4.89,100.8,316.5,8.3,0,10.7
11/17/2017,10:00 AM,6.9,0.5,19.9,0.23,82.8,12.5,8.5,229.6,157.2,4.85,6.63,101,234.4,5.6,0,9.7
11/17/2017,11:00 AM,7.3,0.6,24.8,0.16,78.5,7,7.3,249,267,8.42,9.09,101.2,250.8,3.1,0,6.3
11/17/2017,12:00 PM,7.5,0.6,24.7,0.17,77.8,8.1,8.6,270.5,284.4,8.96,9.28,101.3,270.5,4.4,0,8.4
11/17/2017,1:00 PM,7.7,0.9,21.1,0.18,76.2,12.4,13.6,261.8,292.8,6.08,6.74,101.4,261.3,5.8,0,11.4
11/17/2017,2:00 PM,7.7,1.1,18.6,0.18,74.9,16.9,13,267.1,163.1,7.06,7.35,101.4,266.3,5.9,0,12.1
11/17/2017,3:00 PM,7.7,1.2,21,0.2,76.4,13.5,10.9,264.8,159.3,6.61,6.96,101.5,264.3,5.9,0,12.4
11/17/2017,4:00 PM,8,1.2,15.8,0.23,71.2,20.1,4,257.6,89.3,2.49,2.89,101.6,259.2,5.4,0,9.9
11/17/2017,5:00 PM,7.6,0.6,9.6,0.27,72.1,25,4.7,115.9,8.1,0.73,1.88,101.6,,5.7,0,9.6
11/17/2017,6:00 PM,7.7,0.6,7.1,0.35,69.5,24.9,3.6,77.1,0,3.78,3.87,101.6,76.9,6.3,0,9.5
11/17/2017,7:00 PM,7.7,0.6,0.9,0.35,71.2,33.3,10.6,77.6,0,4.86,4.96,101.7,76.9,8.7,0,14.1
11/17/2017,8:00 PM,7.1,0.5,0.7,0.54,81,31.5,39.8,60.2,0,4.11,4.28,101.7,62.8,12.5,0,18.3
11/17/2017,9:00 PM,6.5,0.4,0.5,0.55,87.7,26.4,39.3,63.6,0,6.05,6.25,101.8,62.2,12.4,0,17.4
11/17/2017,10:00 PM,6.4,0.4,0.5,0.51,87.3,26.9,34.6,73.7,0,6.35,6.52,101.8,73,10.9,0,15.1
11/17/2017,11:00 PM,6.6,0.3,0.4,0.44,86.1,26.8,24,70.7,0,6.84,7.05,101.9,70.5,9.4,0,13.8
11/17/2017,24:00 AM,6.7,0.2,1,0.36,88.6,26.2,13.4,65.1,0,7.52,8.01,101.9,65.7,8.6,0,12.6
11/18/2017,1:00 AM,6.8,0.2,3.1,0.26,89.6,22.6,1.8,83.4,0,9.34,9.74,101.9,83.4,7.4,0,10.5
11/18/2017,2:00 AM,7.2,0.2,12.7,0.21,89.8,11.6,0.6,100.3,0,7.21,7.48,101.9,100.6,7.1,0,10.7
11/18/2017,3:00 AM,7.5,0.1,16.7,0.2,89.3,7.7,0.2,83.5,0,6.77,7.02,101.9,83.6,6.4,0,9.5
11/18/2017,4:00 AM,7.5,,,,88.9,,,89.2,0,6.67,7.94,101.9,97.1,6.3,0,8.9
11/18/2017,5:00 AM,7.6,0.3,15.5,0.2,88.5,9.5,0.2,100.9,0,8.85,9.21,101.8,100.6,5.6,0,8.1
11/18/2017,6:00 AM,7.5,0.2,17.5,0.18,92,7.8,0.3,113.9,0,9.77,10.12,101.8,115.3,5.2,0.4,9
11/18/2017,7:00 AM,7.5,0.1,20.3,0.16,92.9,5.6,0.3,117.5,0,10.59,10.89,101.8,118.1,4.6,0.8,8.1
11/18/2017,8:00 AM,7.3,0.1,15.1,0.19,94.3,11.5,0.4,103.9,0,10.38,10.84,101.8,104.4,4.2,0.6,7.8
11/18/2017,9:00 AM,7.9,0.1,20.5,0.17,89.5,7.9,0.9,122.3,21.7,12.74,13.26,101.8,123.2,3.6,0,6.9
11/18/2017,10:00 AM,8.4,0.2,23.8,0.17,85.9,5.9,1.3,130.2,70.3,15.49,15.97,101.8,130.7,3.9,0,6.1
11/18/2017,11:00 AM,8.8,0.2,23.5,0.17,84,6.4,1.4,121,120.3,14.75,15.32,101.8,122.6,4.4,0,6.4
11/18/2017,12:00 PM,9.3,0.2,24.6,0.18,80.5,6.1,1.6,132.3,166,14.3,15,101.7,133.4,3.9,0,5.3
11/18/2017,1:00 PM,9.5,0.2,25.5,0.18,78.6,6,1.4,136.2,108.8,12.62,13.23,101.6,136.7,4.1,0,4.6
11/18/2017,2:00 PM,9.6,0.2,26.5,0.18,77.2,5.8,1,132.5,75.6,12.09,12.95,101.6,135.9,4,0,5
11/18/2017,3:00 PM,9.6,0.2,25.7,0.18,77.3,7.2,1.1,119.1,68.8,10.06,10.91,101.5,122.1,3.9,0,5.8
11/18/2017,4:00 PM,9.6,0.2,24.7,0.19,76.2,8.2,1.6,101.4,35.3,8.68,9.23,101.5,102.2,3.9,0,5.6
11/18/2017,5:00 PM,9.5,0.2,20.4,0.22,76.9,12.4,0.3,88,0,7.93,8.36,101.4,87.9,4.4,0,6.4
11/18/2017,6:00 PM,9.1,0.2,5.6,0.33,80.3,26.8,1.4,67,0,7.64,7.97,101.3,67.8,5.7,0,8.6
11/18/2017,7:00 PM,8.9,0.2,4.6,0.33,79.7,27.1,2,81.9,0,6.73,6.98,101.3,82.1,5.9,0,8.5
11/18/2017,8:00 PM,9,0.2,7.7,0.3,78,22.5,0.9,89.1,0,8.71,9,101.3,89.7,6.5,0,8.4
11/18/2017,9:00 PM,8.7,0.2,11.5,0.27,79.9,18,0.3,84.6,0,8.81,9.12,101.3,84.8,6.5,0.2,8.9
11/18/2017,10:00 PM,8.2,0.1,12.8,0.24,86.2,15.2,0.4,99.8,0,9.52,9.99,101.2,99.9,5.2,0.6,9.1
11/18/2017,11:00 PM,7.8,0.1,12.9,0.24,89.2,15.2,0.3,75.6,0,9.71,10.14,101.2,75.4,5,0.4,7.3
11/18/2017,24:00 AM,7.7,0.1,11.2,0.26,89.8,16.4,0.3,78.4,0,7.18,7.55,101.1,77.7,4.9,0,7.1
11/19/2017,1:00 AM,8,0.2,11.3,0.23,85.6,15.5,0.3,88.2,0,10.39,10.88,101.1,89.4,4.5,0,6.2
11/19/2017,2:00 AM,8.1,0.3,12,0.21,84.3,14.4,0.2,90.6,0,11.54,11.97,101,90.8,3.5,0,5.7
11/19/2017,3:00 AM,7.8,0.3,13.4,0.18,86.7,12.4,0.2,95.7,0,12.44,12.9,100.9,95.6,3.2,0.6,5
11/19/2017,4:00 AM,7.8,0.3,16.4,0.18,85.8,9.6,0.2,90.1,0,13.5,14,100.8,89.9,3.4,0.2,5.7
11/19/2017,5:00 AM,7.6,0.3,17.3,0.17,85.8,9.1,0.1,91,0,10.96,11.51,100.8,91.3,2.9,0.4,5.3
11/19/2017,6:00 AM,7.9,0.2,22.7,0.15,80.7,3.8,0.3,117.1,0,17.73,18.47,100.6,118.6,3.3,0.4,3.8
11/19/2017,7:00 AM,8,0.1,23.8,0.16,78.6,3.1,0.4,123.3,0,20.51,21.07,100.5,123.8,3.6,1,6.1
11/19/2017,8:00 AM,8,0.1,26.2,0.15,78.5,3.1,0.6,129.3,0,23.76,24.43,100.4,129.9,3.6,0.6,6.1
11/19/2017,9:00 AM,8.1,0.1,25.1,0.16,75.3,4,0.7,137.9,6.7,29,29.66,100.3,137.9,3.7,0.4,5.6
11/19/2017,10:00 AM,7.9,0.1,25.6,0.17,80.1,4.3,0.8,136.7,12,24.76,25.36,100.2,136.7,4.2,1.2,6.4
11/19/2017,11:00 AM,7.8,0.1,27.2,0.17,79.9,4.2,0.7,134.4,12.2,27.3,27.96,100,134.6,4,1.8,6.9
11/19/2017,12:00 PM,7.5,0,27.8,0.18,83.9,4.3,0.6,125.8,14.1,21.3,21.88,100,126.2,4.3,2.8,8.8
11/19/2017,1:00 PM,7.7,0,28.1,0.19,86.5,4.4,0.4,114.4,15.3,13.95,14.57,99.8,116,4.6,0.8,9.5
11/19/2017,2:00 PM,7.8,0,27.3,0.19,85,4.4,0.4,115.8,10.2,15.3,15.96,99.7,117,4.7,2,9.1
11/19/2017,3:00 PM,7.3,0.1,22.8,0.21,86.7,6.9,0.4,102,7.2,16.04,17.27,99.7,104.9,4.6,1.2,10.2
11/19/2017,4:00 PM,6.8,0.1,18,0.23,93.7,11.8,0.5,92.2,5,15.89,16.61,99.6,92.3,4.4,2.4,9.3
11/19/2017,5:00 PM,6.3,0.1,21.1,0.21,96.2,10.7,0.2,91.9,0,17.09,17.83,99.6,91.8,5,3.2,6.4
11/19/2017,6:00 PM,7.1,0.1,25.9,0.19,92.5,5.1,0.5,120.3,0,22.5,23.22,99.6,121.4,7.1,2.4,10.3
11/19/2017,7:00 PM,6.8,0,27.9,0.18,92.9,4.6,0.5,122.4,0,26.46,27.19,99.5,123,6.8,1.4,9.9
11/19/2017,8:00 PM,6.6,0,27.8,0.17,94.1,4.6,0.6,132.1,0,27.53,28.3,99.5,132.4,5.8,1.4,10
11/19/2017,9:00 PM,6.3,0,28.7,0.17,95.2,4.1,0.5,127,0,22.15,22.98,99.5,128.6,4.8,1.8,9.5
11/19/2017,10:00 PM,5.8,0.1,28.1,0.18,95.8,5.3,0.1,84.3,0,15,16.05,99.6,85.3,3.6,2.2,6.8
11/19/2017,11:00 PM,5.2,0.1,25.1,0.2,96.9,7.4,0.2,59.9,0,11.87,12.65,99.6,60.8,2.9,1.2,3.5
11/19/2017,24:00 AM,5,0,25.5,0.19,93.7,6.3,0.1,62.6,0,11.74,12.25,99.5,62.2,1.8,0,1.8
11/20/2017,1:00 AM,5.7,0,23.2,0.21,92.2,8.1,0.1,59.5,0,9.72,10.15,99.5,59.2,1.4,0,3.5
11/20/2017,2:00 AM,5.6,0,24.2,0.19,94.9,6.3,0.1,47.9,0,11.79,12.13,99.5,48.1,0.7,0,2.9
11/20/2017,3:00 AM,5.7,0,24.3,0.17,97.4,5.5,0.1,56.7,0,8.25,8.66,99.5,57.6,0.5,0.6,3.3
11/20/2017,4:00 AM,5.6,0.1,20.8,0.18,98.9,7.5,0.1,64.8,0,6.45,6.92,99.5,64.1,0.8,1,3
11/20/2017,5:00 AM,5.7,0.3,18.7,0.18,98.3,8.8,0.1,69.1,0,8.43,8.78,99.5,69,0.8,0.2,3
11/20/2017,6:00 AM,5.7,0.2,14,0.2,97.9,13,0.2,87.2,0,6.84,7.16,99.5,87.9,1.7,0.4,3.5
11/20/2017,7:00 AM,5.8,0.1,9.6,0.25,97.6,18,7.9,47.5,0,3.42,4.56,99.5,59.3,2.3,0,4.5
11/20/2017,8:00 AM,6.1,0.2,5,0.26,97.2,24.3,4.5,346.2,0,2.75,3.43,99.5,338.5,1.6,0,6.3
11/20/2017,9:00 AM,6.2,0.2,4.9,0.26,99.4,23.2,6.9,147.5,22.8,2.21,3.22,99.6,140.3,2,0.2,7.6
11/20/2017,10:00 AM,6.5,0.2,2.7,0.36,98.9,26.9,19.5,133.8,47.2,5.23,5.46,99.7,135.4,5.4,0,10.7
11/20/2017,11:00 AM,6.7,0.2,6.3,0.29,98.6,21.3,12.2,229.6,69.3,7.23,7.71,99.9,231.2,4.8,0,10.7
11/20/2017,12:00 PM,6.9,0.2,11.4,0.24,98.8,15.9,9,239.1,92.1,8.13,9.18,100,235.9,1.9,0,7.5
11/20/2017,1:00 PM,7.1,0.4,12.2,0.18,98.8,16,17.3,269.9,107.6,10.59,10.85,100.2,270,1.2,0,6.5
11/20/2017,2:00 PM,7.5,0.5,18.9,0.23,99.3,12.4,6.4,287.7,99.9,10.92,11.12,100.3,287.3,1.3,0,7.1
11/20/2017,3:00 PM,8.4,0.8,18,0.2,92.8,13.3,12.2,272.1,208.8,12.59,13,100.4,271,1.4,0,7.2
11/20/2017,4:00 PM,8,0.4,22.2,0.19,90.8,4.6,2.8,241.9,65.3,9.66,9.84,100.6,242.5,1,0,5.2
11/20/2017,5:00 PM,7.6,0.3,13.3,0.28,91.3,15.9,5.5,206,6.1,4.39,4.73,100.7,199.7,2.5,0,5.1
11/20/2017,6:00 PM,6.9,0.2,3.4,0.51,95.2,25.6,11,110.5,0,2.33,4.52,100.7,99.5,4.7,0,7.2
11/20/2017,7:00 PM,6.7,0.2,0.9,0.53,97.9,30.1,21.9,57.8,0,5.82,6.02,100.8,58.1,9.5,0,11.4
11/20/2017,8:00 PM,6.6,0.2,0.5,0.46,97.8,30.7,27.2,94.4,0,4.51,6.54,101,97.4,10.5,0,15.2
11/20/2017,9:00 PM,6.7,0.2,0.5,0.39,95.5,30.4,20.9,54.5,0,7.32,7.54,101.1,54.6,12.7,0,14.7
11/20/2017,10:00 PM,6.6,0.1,0.4,0.39,96,27.5,18.5,61.7,0,7.7,7.93,101.2,61.5,12.1,0,11.2
11/20/2017,11:00 PM,6.1,0.1,0.5,0.4,96.9,26.8,20.2,73.6,0,6.76,7.13,101.2,73.7,12.1,0,9.5
11/20/2017,24:00 AM,5.6,0.1,0.7,0.3,96.4,24.4,8.1,83.3,0,7.64,7.9,101.3,83.4,7.6,0,6.6
